AD,ED,County,Candidate,Tally
68,013,New York,Joseph Hernandez,1
68,013,New York,Zohran Kwame Mamdani,380
68,014,New York,Andrew M. Cuomo,81
68,014,New York,Curtis A. Sliwa,7
68,014,New York,Eric L. Adams,1
68,014,New York,Irene Estrada,0
68,014,New York,Jim Walden,1
68,014,New York,Joseph Hernandez,1
68,014,New York,Zohran Kwame Mamdani,218
68,015,New York,Andrew M. Cuomo,109
68,015,New York,Curtis A. Sliwa,14
68,015,New York,Eric L. Adams,1
68,015,New York,Irene Estrada,1
68,015,New York,Jim Walden,0
68,015,New York,Joseph Hernandez,0
68,015,New York,Zohran Kwame Mamdani,107
68,016,New York,Andrew M. Cuomo,105
68,016,New York,Curtis A. Sliwa,11
68,016,New York,Eric L. Adams,2
68,016,New York,Irene Estrada,1
68,016,New York,Jim Walden,0
68,016,New York,Joseph Hernandez,0
68,016,New York,Zohran Kwame Mamdani,123
68,017,New York,Andrew M. Cuomo,139
68,017,New York,Curtis A. Sliwa,11
68,017,New York,Eric L. Adams,3
68,017,New York,Irene Estrada,1
68,017,New York,Jim Walden,0
68,017,New York,Joseph Hernandez,0
68,017,New York,Zohran Kwame Mamdani,337
68,018,New York,Andrew M. Cuomo,123
68,018,New York,Curtis A. Sliwa,11
68,018,New York,Eric L. Adams,2
68,018,New York,Irene Estrada,1
68,018,New York,Jim Walden,0
68,018,New York,Joseph Hernandez,0
68,018,New York,Zohran Kwame Mamdani,204
68,019,New York,Andrew M. Cuomo,119
68,019,New York,Curtis A. Sliwa,16
68,019,New York,Eric L. Adams,2
68,019,New York,Irene Estrada,1
68,019,New York,Jim Walden,0
68,019,New York,Joseph Hernandez,0
68,019,New York,Zohran Kwame Mamdani,219
68,020,New York,Andrew M. Cuomo,122
68,020,New York,Curtis A. Sliwa,16
68,020,New York,Eric L. Adams,2
68,020,New York,Irene Estrada,2
68,020,New York,Jim Walden,1
68,020,New York,Joseph Hernandez,1
68,020,New York,Zohran Kwame Mamdani,240
68,021,New York,Andrew M. Cuomo,174
68,021,New York,Curtis A. Sliwa,15
68,021,New York,Eric L. Adams,0
68,021,New York,Irene Estrada,0
68,021,New York,Jim Walden,0
68,021,New York,Joseph Hernandez,1
68,021,New York,Zohran Kwame Mamdani,390
68,022,New York,Andrew M. Cuomo,82
68,022,New York,Curtis A. Sliwa,11
68,022,New York,Eric L. Adams,2
68,022,New York,Irene Estrada,2
68,022,New York,Jim Walden,0
68,022,New York,Joseph Hernandez,1
68,022,New York,Zohran Kwame Mamdani,188
68,023,New York,Andrew M. Cuomo,129
68,023,New York,Curtis A. Sliwa,16
68,023,New York,Eric L. Adams,2
68,023,New York,Irene Estrada,1
68,023,New York,Jim Walden,0
68,023,New York,Joseph Hernandez,1
68,023,New York,Zohran Kwame Mamdani,143
68,024,New York,Andrew M. Cuomo,17
68,024,New York,Curtis A. Sliwa,7
68,024,New York,Eric L. Adams,0
68,024,New York,Irene Estrada,0
68,024,New York,Jim Walden,0
68,024,New York,Joseph Hernandez,0
68,024,New York,Zohran Kwame Mamdani,8
68,025,New York,Andrew M. Cuomo,130
68,025,New York,Curtis A. Sliwa,21
68,025,New York,Eric L. Adams,3
68,025,New York,Irene Estrada,1
68,025,New York,Jim Walden,0
68,025,New York,Joseph Hernandez,0
68,025,New York,Zohran Kwame Mamdani,298
68,026,New York,Andrew M. Cuomo,97
68,026,New York,Curtis A. Sliwa,10
68,026,New York,Eric L. Adams,2
68,026,New York,Irene Estrada,3
68,026,New York,Jim Walden,0
68,026,New York,Joseph Hernandez,0
68,026,New York,Zohran Kwame Mamdani,199
68,027,New York,Andrew M. Cuomo,125
68,027,New York,Curtis A. Sliwa,12
68,027,New York,Eric L. Adams,0
68,027,New York,Irene Estrada,1
68,027,New York,Jim Walden,0
68,027,New York,Joseph Hernandez,0
68,027,New York,Zohran Kwame Mamdani,120
68,028,New York,Andrew M. Cuomo,156
68,028,New York,Curtis A. Sliwa,19
68,028,New York,Eric L. Adams,3
68,028,New York,Irene Estrada,2
68,028,New York,Jim Walden,0
68,028,New York,Joseph Hernandez,1
68,028,New York,Zohran Kwame Mamdani,507
68,029,New York,Andrew M. Cuomo,135
68,029,New York,Curtis A. Sliwa,20
68,029,New York,Eric L. Adams,2
68,029,New York,Irene Estrada,0
68,029,New York,Jim Walden,0
68,029,New York,Joseph Hernandez,0
68,029,New York,Zohran Kwame Mamdani,390
68,030,New York,Andrew M. Cuomo,97
68,030,New York,Curtis A. Sliwa,12
68,030,New York,Eric L. Adams,2
68,030,New York,Irene Estrada,1
68,030,New York,Jim Walden,1
68,030,New York,Joseph Hernandez,1
68,030,New York,Zohran Kwame Mamdani,107
68,031,New York,Andrew M. Cuomo,96
68,031,New York,Curtis A. Sliwa,22
68,031,New York,Eric L. Adams,0
68,031,New York,Irene Estrada,0
68,031,New York,Jim Walden,0
68,031,New York,Joseph Hernandez,0
68,031,New York,Zohran Kwame Mamdani,316
68,032,New York,Andrew M. Cuomo,140
68,032,New York,Curtis A. Sliwa,31
68,032,New York,Eric L. Adams,3
68,032,New York,Irene Estrada,1
68,032,New York,Jim Walden,0
68,032,New York,Joseph Hernandez,0
68,032,New York,Zohran Kwame Mamdani,460
68,033,New York,Andrew M. Cuomo,142
68,033,New York,Curtis A. Sliwa,31
68,033,New York,Eric L. Adams,1
68,033,New York,Irene Estrada,1
68,033,New York,Jim Walden,0
68,033,New York,Joseph Hernandez,0
68,033,New York,Zohran Kwame Mamdani,472
68,034,New York,Andrew M. Cuomo,166
68,034,New York,Curtis A. Sliwa,24
68,034,New York,Eric L. Adams,4
68,034,New York,Irene Estrada,1
68,034,New York,Jim Walden,1
68,034,New York,Joseph Hernandez,1
68,034,New York,Zohran Kwame Mamdani,230
68,035,New York,Andrew M. Cuomo,169
68,035,New York,Curtis A. Sliwa,16
68,035,New York,Eric L. Adams,1
68,035,New York,Irene Estrada,5
68,035,New York,Jim Walden,0
68,035,New York,Joseph Hernandez,0
68,035,New York,Zohran Kwame Mamdani,292
68,036,New York,Andrew M. Cuomo,87
68,036,New York,Curtis A. Sliwa,12
68,036,New York,Eric L. Adams,3
68,036,New York,Irene Estrada,0
68,036,New York,Jim Walden,0
68,036,New York,Joseph Hernandez,0
68,036,New York,Zohran Kwame Mamdani,237
68,037,New York,Andrew M. Cuomo,305
68,037,New York,Curtis A. Sliwa,38
68,037,New York,Eric L. Adams,2
68,037,New York,Irene Estrada,1
68,037,New York,Jim Walden,0
68,037,New York,Joseph Hernandez,1
68,037,New York,Zohran Kwame Mamdani,318
68,038,New York,Andrew M. Cuomo,181
68,038,New York,Curtis A. Sliwa,28
68,038,New York,Eric L. Adams,3
68,038,New York,Irene Estrada,1
68,038,New York,Jim Walden,0
68,038,New York,Joseph Hernandez,0
68,038,New York,Zohran Kwame Mamdani,434
68,039,New York,Andrew M. Cuomo,121
68,039,New York,Curtis A. Sliwa,12
68,039,New York,Eric L. Adams,0
68,039,New York,Irene Estrada,0
68,039,New York,Jim Walden,1
68,039,New York,Joseph Hernandez,2
68,039,New York,Zohran Kwame Mamdani,147
68,040,New York,Andrew M. Cuomo,144
68,040,New York,Curtis A. Sliwa,19
68,040,New York,Eric L. Adams,2
68,040,New York,Irene Estrada,0
68,040,New York,Jim Walden,0
68,040,New York,Joseph Hernandez,0
68,040,New York,Zohran Kwame Mamdani,181
68,041,New York,Andrew M. Cuomo,145
68,041,New York,Curtis A. Sliwa,21
68,041,New York,Eric L. Adams,4
68,041,New York,Irene Estrada,0
68,041,New York,Jim Walden,0
68,041,New York,Joseph Hernandez,1
68,041,New York,Zohran Kwame Mamdani,225
68,042,New York,Andrew M. Cuomo,119
68,042,New York,Curtis A. Sliwa,13
68,042,New York,Eric L. Adams,0
68,042,New York,Irene Estrada,1
68,042,New York,Jim Walden,0
68,042,New York,Joseph Hernandez,0
68,042,New York,Zohran Kwame Mamdani,175
68,043,New York,Andrew M. Cuomo,147
68,043,New York,Curtis A. Sliwa,22
68,043,New York,Eric L. Adams,2
68,043,New York,Irene Estrada,1
68,043,New York,Jim Walden,0
68,043,New York,Joseph Hernandez,0
68,043,New York,Zohran Kwame Mamdani,475
68,044,New York,Andrew M. Cuomo,199
68,044,New York,Curtis A. Sliwa,34
68,044,New York,Eric L. Adams,0
68,044,New York,Irene Estrada,1
68,044,New York,Jim Walden,1
68,044,New York,Joseph Hernandez,0
68,044,New York,Zohran Kwame Mamdani,471
68,045,New York,Andrew M. Cuomo,135
68,045,New York,Curtis A. Sliwa,42
68,045,New York,Eric L. Adams,3
68,045,New York,Irene Estrada,2
68,045,New York,Jim Walden,1
68,045,New York,Joseph Hernandez,0
68,045,New York,Zohran Kwame Mamdani,264
68,046,New York,Andrew M. Cuomo,172
68,046,New York,Curtis A. Sliwa,25
68,046,New York,Eric L. Adams,3
68,046,New York,Irene Estrada,1
68,046,New York,Jim Walden,0
68,046,New York,Joseph Hernandez,1
68,046,New York,Zohran Kwame Mamdani,334
68,047,New York,Andrew M. Cuomo,223
68,047,New York,Curtis A. Sliwa,33
68,047,New York,Eric L. Adams,3
68,047,New York,Irene Estrada,0
68,047,New York,Jim Walden,1
68,047,New York,Joseph Hernandez,1
68,047,New York,Zohran Kwame Mamdani,333
68,048,New York,Andrew M. Cuomo,244
68,048,New York,Curtis A. Sliwa,34
68,048,New York,Eric L. Adams,4
68,048,New York,Irene Estrada,0
68,048,New York,Jim Walden,0
68,048,New York,Joseph Hernandez,1
68,048,New York,Zohran Kwame Mamdani,313
68,049,New York,Andrew M. Cuomo,74
68,049,New York,Curtis A. Sliwa,8
68,049,New York,Eric L. Adams,0
68,049,New York,Irene Estrada,0
68,049,New York,Jim Walden,0
68,049,New York,Joseph Hernandez,0
68,049,New York,Zohran Kwame Mamdani,133
68,050,New York,Andrew M. Cuomo,85
68,050,New York,Curtis A. Sliwa,19
68,050,New York,Eric L. Adams,0
68,050,New York,Irene Estrada,1
68,050,New York,Jim Walden,0
68,050,New York,Joseph Hernandez,0
68,050,New York,Zohran Kwame Mamdani,105
68,051,New York,Andrew M. Cuomo,288
68,051,New York,Curtis A. Sliwa,18
68,051,New York,Eric L. Adams,2
68,051,New York,Irene Estrada,3
68,051,New York,Jim Walden,2
68,051,New York,Joseph Hernandez,1
68,051,New York,Zohran Kwame Mamdani,270
68,052,New York,Andrew M. Cuomo,401
68,052,New York,Curtis A. Sliwa,12
68,052,New York,Eric L. Adams,1
68,052,New York,Irene Estrada,0
68,052,New York,Jim Walden,1
68,052,New York,Joseph Hernandez,0
68,052,New York,Zohran Kwame Mamdani,263
68,053,New York,Andrew M. Cuomo,145
68,053,New York,Curtis A. Sliwa,22
68,053,New York,Eric L. Adams,2
68,053,New York,Irene Estrada,0
68,053,New York,Jim Walden,0
68,053,New York,Joseph Hernandez,0
68,053,New York,Zohran Kwame Mamdani,309
68,054,New York,Andrew M. Cuomo,416
68,054,New York,Curtis A. Sliwa,10
68,054,New York,Eric L. Adams,1
68,054,New York,Irene Estrada,0
68,054,New York,Jim Walden,4
68,054,New York,Joseph Hernandez,1
68,054,New York,Zohran Kwame Mamdani,195
68,055,New York,Andrew M. Cuomo,594
68,055,New York,Curtis A. Sliwa,23
68,055,New York,Eric L. Adams,1
68,055,New York,Irene Estrada,0
68,055,New York,Jim Walden,4
68,055,New York,Joseph Hernandez,0
68,055,New York,Zohran Kwame Mamdani,376
68,056,New York,Andrew M. Cuomo,90
68,056,New York,Curtis A. Sliwa,20
68,056,New York,Eric L. Adams,0
68,056,New York,Irene Estrada,0
68,056,New York,Jim Walden,0
68,056,New York,Joseph Hernandez,0
68,056,New York,Zohran Kwame Mamdani,228
68,057,New York,Andrew M. Cuomo,108
68,057,New York,Curtis A. Sliwa,9
68,057,New York,Eric L. Adams,1
68,057,New York,Irene Estrada,0
68,057,New York,Jim Walden,1
68,057,New York,Joseph Hernandez,0
68,057,New York,Zohran Kwame Mamdani,271
68,058,New York,Andrew M. Cuomo,161
68,058,New York,Curtis A. Sliwa,19
68,058,New York,Eric L. Adams,1
68,058,New York,Irene Estrada,3
68,058,New York,Jim Walden,3
68,058,New York,Joseph Hernandez,1
68,058,New York,Zohran Kwame Mamdani,222
68,059,New York,Andrew M. Cuomo,84
68,059,New York,Curtis A. Sliwa,13
68,059,New York,Eric L. Adams,3
68,059,New York,Irene Estrada,0
68,059,New York,Jim Walden,1
68,059,New York,Joseph Hernandez,0
68,059,New York,Zohran Kwame Mamdani,204
68,060,New York,Andrew M. Cuomo,106
68,060,New York,Curtis A. Sliwa,16
68,060,New York,Eric L. Adams,1
68,060,New York,Irene Estrada,1
68,060,New York,Jim Walden,2
68,060,New York,Joseph Hernandez,0
68,060,New York,Zohran Kwame Mamdani,274
68,061,New York,Andrew M. Cuomo,86
68,061,New York,Curtis A. Sliwa,6
68,061,New York,Eric L. Adams,0
68,061,New York,Irene Estrada,0
68,061,New York,Jim Walden,1
68,061,New York,Joseph Hernandez,0
68,061,New York,Zohran Kwame Mamdani,112
68,062,New York,Andrew M. Cuomo,234
68,062,New York,Curtis A. Sliwa,39
68,062,New York,Eric L. Adams,1
68,062,New York,Irene Estrada,1
68,062,New York,Jim Walden,1
68,062,New York,Joseph Hernandez,1
68,062,New York,Zohran Kwame Mamdani,550
68,063,New York,Andrew M. Cuomo,288
68,063,New York,Curtis A. Sliwa,22
68,063,New York,Eric L. Adams,1
68,063,New York,Irene Estrada,3
68,063,New York,Jim Walden,3
68,063,New York,Joseph Hernandez,1
68,063,New York,Zohran Kwame Mamdani,400
68,064,New York,Andrew M. Cuomo,230
68,064,New York,Curtis A. Sliwa,14
68,064,New York,Eric L. Adams,1
68,064,New York,Irene Estrada,0
68,064,New York,Jim Walden,2
68,064,New York,Joseph Hernandez,0
68,064,New York,Zohran Kwame Mamdani,200
68,065,New York,Andrew M. Cuomo,405
68,065,New York,Curtis A. Sliwa,25
68,065,New York,Eric L. Adams,0
68,065,New York,Irene Estrada,0
68,065,New York,Jim Walden,0
68,065,New York,Joseph Hernandez,0
68,065,New York,Zohran Kwame Mamdani,501
68,066,New York,Andrew M. Cuomo,606
68,066,New York,Curtis A. Sliwa,37
68,066,New York,Eric L. Adams,1
68,066,New York,Irene Estrada,1
68,066,New York,Jim Walden,1
68,066,New York,Joseph Hernandez,0
68,066,New York,Zohran Kwame Mamdani,580
68,067,New York,Andrew M. Cuomo,335
68,067,New York,Curtis A. Sliwa,57
68,067,New York,Eric L. Adams,1
68,067,New York,Irene Estrada,0
68,067,New York,Jim Walden,2
68,067,New York,Joseph Hernandez,0
68,067,New York,Zohran Kwame Mamdani,310
68,068,New York,Andrew M. Cuomo,95
68,068,New York,Curtis A. Sliwa,7
68,068,New York,Eric L. Adams,1
68,068,New York,Irene Estrada,0
68,068,New York,Jim Walden,1
68,068,New York,Joseph Hernandez,1
68,068,New York,Zohran Kwame Mamdani,194
68,069,New York,Andrew M. Cuomo,134
68,069,New York,Curtis A. Sliwa,19
68,069,New York,Eric L. Adams,2
68,069,New York,Irene Estrada,2
68,069,New York,Jim Walden,1
68,069,New York,Joseph Hernandez,0
68,069,New York,Zohran Kwame Mamdani,160
68,070,New York,Andrew M. Cuomo,311
68,070,New York,Curtis A. Sliwa,24
68,070,New York,Eric L. Adams,0
68,070,New York,Irene Estrada,1
68,070,New York,Jim Walden,1
68,070,New York,Joseph Hernandez,0
68,070,New York,Zohran Kwame Mamdani,415
68,071,New York,Andrew M. Cuomo,182
68,071,New York,Curtis A. Sliwa,25
68,071,New York,Eric L. Adams,1
68,071,New York,Irene Estrada,1
68,071,New York,Jim Walden,0
68,071,New York,Joseph Hernandez,0
68,071,New York,Zohran Kwame Mamdani,200
68,072,New York,Andrew M. Cuomo,32
68,072,New York,Curtis A. Sliwa,7
68,072,New York,Eric L. Adams,0
68,072,New York,Irene Estrada,0
68,072,New York,Jim Walden,1
68,072,New York,Joseph Hernandez,0
68,072,New York,Zohran Kwame Mamdani,88
68,073,New York,Andrew M. Cuomo,69
68,073,New York,Curtis A. Sliwa,5
68,073,New York,Eric L. Adams,2
68,073,New York,Irene Estrada,0
68,073,New York,Jim Walden,1
68,073,New York,Joseph Hernandez,0
68,073,New York,Zohran Kwame Mamdani,105
68,074,New York,Andrew M. Cuomo,144
68,074,New York,Curtis A. Sliwa,12
68,074,New York,Eric L. Adams,2
68,074,New York,Irene Estrada,0
68,074,New York,Jim Walden,0
68,074,New York,Joseph Hernandez,0
68,074,New York,Zohran Kwame Mamdani,286
68,075,New York,Andrew M. Cuomo,192
68,075,New York,Curtis A. Sliwa,3
68,075,New York,Eric L. Adams,0
68,075,New York,Irene Estrada,0
68,075,New York,Jim Walden,0
68,075,New York,Joseph Hernandez,0
68,075,New York,Zohran Kwame Mamdani,81
68,077,New York,Andrew M. Cuomo,197
68,077,New York,Curtis A. Sliwa,14
68,077,New York,Eric L. Adams,0
68,077,New York,Irene Estrada,0
68,077,New York,Jim Walden,3
68,077,New York,Joseph Hernandez,0
68,077,New York,Zohran Kwame Mamdani,286
69,001,New York,Andrew M. Cuomo,108
69,001,New York,Curtis A. Sliwa,8
69,001,New York,Eric L. Adams,2
69,001,New York,Irene Estrada,0
69,001,New York,Jim Walden,0
69,001,New York,Joseph Hernandez,0
69,001,New York,Zohran Kwame Mamdani,102
69,002,New York,Andrew M. Cuomo,172
69,002,New York,Curtis A. Sliwa,20
69,002,New York,Eric L. Adams,1
69,002,New York,Irene Estrada,0
69,002,New York,Jim Walden,0
69,002,New York,Joseph Hernandez,1
69,002,New York,Zohran Kwame Mamdani,420
69,003,New York,Andrew M. Cuomo,135
69,003,New York,Curtis A. Sliwa,12
69,003,New York,Eric L. Adams,6
69,003,New York,Irene Estrada,3
69,003,New York,Jim Walden,0
69,003,New York,Joseph Hernandez,0
69,003,New York,Zohran Kwame Mamdani,166
69,004,New York,Andrew M. Cuomo,96
69,004,New York,Curtis A. Sliwa,10
69,004,New York,Eric L. Adams,3
69,004,New York,Irene Estrada,2
69,004,New York,Jim Walden,1
69,004,New York,Joseph Hernandez,0
69,004,New York,Zohran Kwame Mamdani,122
69,005,New York,Andrew M. Cuomo,134
69,005,New York,Curtis A. Sliwa,10
69,005,New York,Eric L. Adams,3
69,005,New York,Irene Estrada,0
69,005,New York,Jim Walden,1
69,005,New York,Joseph Hernandez,1
69,005,New York,Zohran Kwame Mamdani,526
69,006,New York,Andrew M. Cuomo,222
69,006,New York,Curtis A. Sliwa,12
69,006,New York,Eric L. Adams,0
69,006,New York,Irene Estrada,1
69,006,New York,Jim Walden,0
69,006,New York,Joseph Hernandez,0
69,006,New York,Zohran Kwame Mamdani,769
69,007,New York,Andrew M. Cuomo,196
69,007,New York,Curtis A. Sliwa,13
69,007,New York,Eric L. Adams,1
69,007,New York,Irene Estrada,1
69,007,New York,Jim Walden,0
69,007,New York,Joseph Hernandez,0
69,007,New York,Zohran Kwame Mamdani,662
69,008,New York,Andrew M. Cuomo,84
69,008,New York,Curtis A. Sliwa,8
69,008,New York,Eric L. Adams,0
69,008,New York,Irene Estrada,1
69,008,New York,Jim Walden,2
69,008,New York,Joseph Hernandez,0
69,008,New York,Zohran Kwame Mamdani,566
69,009,New York,Andrew M. Cuomo,133
69,009,New York,Curtis A. Sliwa,11
69,009,New York,Eric L. Adams,0
69,009,New York,Irene Estrada,2
69,009,New York,Jim Walden,1
69,009,New York,Joseph Hernandez,0
69,009,New York,Zohran Kwame Mamdani,620
69,010,New York,Andrew M. Cuomo,65
69,010,New York,Curtis A. Sliwa,5
69,010,New York,Eric L. Adams,0
69,010,New York,Irene Estrada,0
69,010,New York,Jim Walden,0
69,010,New York,Joseph Hernandez,0
69,010,New York,Zohran Kwame Mamdani,320
69,011,New York,Andrew M. Cuomo,210
69,011,New York,Curtis A. Sliwa,13
69,011,New York,Eric L. Adams,1
69,011,New York,Irene Estrada,0
69,011,New York,Jim Walden,0
69,011,New York,Joseph Hernandez,1
69,011,New York,Zohran Kwame Mamdani,654
69,012,New York,Andrew M. Cuomo,289
69,012,New York,Curtis A. Sliwa,16
69,012,New York,Eric L. Adams,2
69,012,New York,Irene Estrada,1
69,012,New York,Jim Walden,8
69,012,New York,Joseph Hernandez,0
69,012,New York,Zohran Kwame Mamdani,743
69,013,New York,Andrew M. Cuomo,205
69,013,New York,Curtis A. Sliwa,8
69,013,New York,Eric L. Adams,0
69,013,New York,Irene Estrada,0
69,013,New York,Jim Walden,2
69,013,New York,Joseph Hernandez,1
69,013,New York,Zohran Kwame Mamdani,477
69,014,New York,Andrew M. Cuomo,176
69,014,New York,Curtis A. Sliwa,19
69,014,New York,Eric L. Adams,1
69,014,New York,Irene Estrada,1
69,014,New York,Jim Walden,1
69,014,New York,Joseph Hernandez,0
69,014,New York,Zohran Kwame Mamdani,692
69,015,New York,Andrew M. Cuomo,230
69,015,New York,Curtis A. Sliwa,26
69,015,New York,Eric L. Adams,1
69,015,New York,Irene Estrada,0
69,015,New York,Jim Walden,0
69,015,New York,Joseph Hernandez,0
69,015,New York,Zohran Kwame Mamdani,452
69,016,New York,Andrew M. Cuomo,175
69,016,New York,Curtis A. Sliwa,5
69,016,New York,Eric L. Adams,1
69,016,New York,Irene Estrada,0
69,016,New York,Jim Walden,0
69,016,New York,Joseph Hernandez,0
69,016,New York,Zohran Kwame Mamdani,223
69,017,New York,Andrew M. Cuomo,111
69,017,New York,Curtis A. Sliwa,8
69,017,New York,Eric L. Adams,1
69,017,New York,Irene Estrada,0
69,017,New York,Jim Walden,3
69,017,New York,Joseph Hernandez,0
69,017,New York,Zohran Kwame Mamdani,353
69,018,New York,Andrew M. Cuomo,234
69,018,New York,Curtis A. Sliwa,30
69,018,New York,Eric L. Adams,4
69,018,New York,Irene Estrada,1
69,018,New York,Jim Walden,0
69,018,New York,Joseph Hernandez,0
69,018,New York,Zohran Kwame Mamdani,575
69,019,New York,Andrew M. Cuomo,141
69,019,New York,Curtis A. Sliwa,12
69,019,New York,Eric L. Adams,1
69,019,New York,Irene Estrada,2
69,019,New York,Jim Walden,0
69,019,New York,Joseph Hernandez,1
69,019,New York,Zohran Kwame Mamdani,309
69,020,New York,Andrew M. Cuomo,146
69,020,New York,Curtis A. Sliwa,18
69,020,New York,Eric L. Adams,1
69,020,New York,Irene Estrada,3
69,020,New York,Jim Walden,1
69,020,New York,Joseph Hernandez,1
69,020,New York,Zohran Kwame Mamdani,531
69,021,New York,Andrew M. Cuomo,104
69,021,New York,Curtis A. Sliwa,6
69,021,New York,Eric L. Adams,1
69,021,New York,Irene Estrada,0
69,021,New York,Jim Walden,2
69,021,New York,Joseph Hernandez,0
69,021,New York,Zohran Kwame Mamdani,335
69,022,New York,Andrew M. Cuomo,236
69,022,New York,Curtis A. Sliwa,14
69,022,New York,Eric L. Adams,1
69,022,New York,Irene Estrada,1
69,022,New York,Jim Walden,2
69,022,New York,Joseph Hernandez,1
69,022,New York,Zohran Kwame Mamdani,557
69,023,New York,Andrew M. Cuomo,229
69,023,New York,Curtis A. Sliwa,29
69,023,New York,Eric L. Adams,3
69,023,New York,Irene Estrada,0
69,023,New York,Jim Walden,2
69,023,New York,Joseph Hernandez,1
69,023,New York,Zohran Kwame Mamdani,493
69,024,New York,Andrew M. Cuomo,175
69,024,New York,Curtis A. Sliwa,29
69,024,New York,Eric L. Adams,4
69,024,New York,Irene Estrada,0
69,024,New York,Jim Walden,1
69,024,New York,Joseph Hernandez,1
69,024,New York,Zohran Kwame Mamdani,171
69,025,New York,Andrew M. Cuomo,185
69,025,New York,Curtis A. Sliwa,21
69,025,New York,Eric L. Adams,4
69,025,New York,Irene Estrada,1
69,025,New York,Jim Walden,0
69,025,New York,Joseph Hernandez,1
69,025,New York,Zohran Kwame Mamdani,327
69,026,New York,Andrew M. Cuomo,105
69,026,New York,Curtis A. Sliwa,13
69,026,New York,Eric L. Adams,1
69,026,New York,Irene Estrada,0
69,026,New York,Jim Walden,1
69,026,New York,Joseph Hernandez,0
69,026,New York,Zohran Kwame Mamdani,128
69,027,New York,Andrew M. Cuomo,164
69,027,New York,Curtis A. Sliwa,27
69,027,New York,Eric L. Adams,2
69,027,New York,Irene Estrada,0
69,027,New York,Jim Walden,0
69,027,New York,Joseph Hernandez,1
69,027,New York,Zohran Kwame Mamdani,461
69,028,New York,Andrew M. Cuomo,196
69,028,New York,Curtis A. Sliwa,12
69,028,New York,Eric L. Adams,0
69,028,New York,Irene Estrada,0
69,028,New York,Jim Walden,1
69,028,New York,Joseph Hernandez,0
69,028,New York,Zohran Kwame Mamdani,388
69,029,New York,Andrew M. Cuomo,259
69,029,New York,Curtis A. Sliwa,27
69,029,New York,Eric L. Adams,1
69,029,New York,Irene Estrada,1
69,029,New York,Jim Walden,0
69,029,New York,Joseph Hernandez,0
69,029,New York,Zohran Kwame Mamdani,709
69,030,New York,Andrew M. Cuomo,257
69,030,New York,Curtis A. Sliwa,18
69,030,New York,Eric L. Adams,2
69,030,New York,Irene Estrada,0
69,030,New York,Jim Walden,0
69,030,New York,Joseph Hernandez,0
69,030,New York,Zohran Kwame Mamdani,652
69,031,New York,Andrew M. Cuomo,125
69,031,New York,Curtis A. Sliwa,7
69,031,New York,Eric L. Adams,1
69,031,New York,Irene Estrada,0
69,031,New York,Jim Walden,0
69,031,New York,Joseph Hernandez,0
69,031,New York,Zohran Kwame Mamdani,331
69,032,New York,Andrew M. Cuomo,145
69,032,New York,Curtis A. Sliwa,14
69,032,New York,Eric L. Adams,0
69,032,New York,Irene Estrada,1
69,032,New York,Jim Walden,0
69,032,New York,Joseph Hernandez,1
69,032,New York,Zohran Kwame Mamdani,140
69,033,New York,Andrew M. Cuomo,323
69,033,New York,Curtis A. Sliwa,15
69,033,New York,Eric L. Adams,0
69,033,New York,Irene Estrada,1
69,033,New York,Jim Walden,1
69,033,New York,Joseph Hernandez,0
69,033,New York,Zohran Kwame Mamdani,538
69,034,New York,Andrew M. Cuomo,292
69,034,New York,Curtis A. Sliwa,12
69,034,New York,Eric L. Adams,0
69,034,New York,Irene Estrada,1
69,034,New York,Jim Walden,0
69,034,New York,Joseph Hernandez,0
69,034,New York,Zohran Kwame Mamdani,393
69,035,New York,Andrew M. Cuomo,293
69,035,New York,Curtis A. Sliwa,9
69,035,New York,Eric L. Adams,3
69,035,New York,Irene Estrada,1
69,035,New York,Jim Walden,2
69,035,New York,Joseph Hernandez,0
69,035,New York,Zohran Kwame Mamdani,323
69,036,New York,Andrew M. Cuomo,339
69,036,New York,Curtis A. Sliwa,22
69,036,New York,Eric L. Adams,4
69,036,New York,Irene Estrada,0
69,036,New York,Jim Walden,0
69,036,New York,Joseph Hernandez,0
69,036,New York,Zohran Kwame Mamdani,395
69,037,New York,Andrew M. Cuomo,355
69,037,New York,Curtis A. Sliwa,25
69,037,New York,Eric L. Adams,2
69,037,New York,Irene Estrada,2
69,037,New York,Jim Walden,1
69,037,New York,Joseph Hernandez,0
69,037,New York,Zohran Kwame Mamdani,432
69,038,New York,Andrew M. Cuomo,349
69,038,New York,Curtis A. Sliwa,23
69,038,New York,Eric L. Adams,2
69,038,New York,Irene Estrada,0
69,038,New York,Jim Walden,1
69,038,New York,Joseph Hernandez,0
69,038,New York,Zohran Kwame Mamdani,461
69,039,New York,Andrew M. Cuomo,282
69,039,New York,Curtis A. Sliwa,25
69,039,New York,Eric L. Adams,0
69,039,New York,Irene Estrada,0
69,039,New York,Jim Walden,3
69,039,New York,Joseph Hernandez,0
69,039,New York,Zohran Kwame Mamdani,621
69,040,New York,Andrew M. Cuomo,185
69,040,New York,Curtis A. Sliwa,19
69,040,New York,Eric L. Adams,0
69,040,New York,Irene Estrada,2
69,040,New York,Jim Walden,2
69,040,New York,Joseph Hernandez,0
69,040,New York,Zohran Kwame Mamdani,368
69,041,New York,Andrew M. Cuomo,333
