AD,ED,County,Candidate,Tally
38,029,Queens,Jim Walden,1
38,029,Queens,Joseph Hernandez,1
38,029,Queens,Zohran Kwame Mamdani,229
38,030,Queens,Andrew M. Cuomo,155
38,030,Queens,Curtis A. Sliwa,44
38,030,Queens,Eric L. Adams,1
38,030,Queens,Irene Estrada,0
38,030,Queens,Jim Walden,1
38,030,Queens,Joseph Hernandez,1
38,030,Queens,Zohran Kwame Mamdani,165
38,031,Queens,Andrew M. Cuomo,143
38,031,Queens,Curtis A. Sliwa,43
38,031,Queens,Eric L. Adams,1
38,031,Queens,Irene Estrada,1
38,031,Queens,Jim Walden,1
38,031,Queens,Joseph Hernandez,0
38,031,Queens,Zohran Kwame Mamdani,179
38,032,Queens,Andrew M. Cuomo,252
38,032,Queens,Curtis A. Sliwa,84
38,032,Queens,Eric L. Adams,1
38,032,Queens,Irene Estrada,1
38,032,Queens,Jim Walden,0
38,032,Queens,Joseph Hernandez,3
38,032,Queens,Zohran Kwame Mamdani,300
38,033,Queens,Andrew M. Cuomo,206
38,033,Queens,Curtis A. Sliwa,83
38,033,Queens,Eric L. Adams,0
38,033,Queens,Irene Estrada,1
38,033,Queens,Jim Walden,0
38,033,Queens,Joseph Hernandez,2
38,033,Queens,Zohran Kwame Mamdani,345
38,034,Queens,Andrew M. Cuomo,183
38,034,Queens,Curtis A. Sliwa,55
38,034,Queens,Eric L. Adams,2
38,034,Queens,Irene Estrada,1
38,034,Queens,Jim Walden,0
38,034,Queens,Joseph Hernandez,0
38,034,Queens,Zohran Kwame Mamdani,271
38,035,Queens,Andrew M. Cuomo,205
38,035,Queens,Curtis A. Sliwa,60
38,035,Queens,Eric L. Adams,1
38,035,Queens,Irene Estrada,0
38,035,Queens,Jim Walden,1
38,035,Queens,Joseph Hernandez,2
38,035,Queens,Zohran Kwame Mamdani,239
38,036,Queens,Andrew M. Cuomo,108
38,036,Queens,Curtis A. Sliwa,27
38,036,Queens,Eric L. Adams,2
38,036,Queens,Irene Estrada,1
38,036,Queens,Jim Walden,0
38,036,Queens,Joseph Hernandez,0
38,036,Queens,Zohran Kwame Mamdani,406
38,037,Queens,Andrew M. Cuomo,129
38,037,Queens,Curtis A. Sliwa,31
38,037,Queens,Eric L. Adams,1
38,037,Queens,Irene Estrada,0
38,037,Queens,Jim Walden,0
38,037,Queens,Joseph Hernandez,0
38,037,Queens,Zohran Kwame Mamdani,470
38,038,Queens,Andrew M. Cuomo,107
38,038,Queens,Curtis A. Sliwa,22
38,038,Queens,Eric L. Adams,0
38,038,Queens,Irene Estrada,1
38,038,Queens,Jim Walden,0
38,038,Queens,Joseph Hernandez,0
38,038,Queens,Zohran Kwame Mamdani,192
38,039,Queens,Andrew M. Cuomo,108
38,039,Queens,Curtis A. Sliwa,25
38,039,Queens,Eric L. Adams,0
38,039,Queens,Irene Estrada,1
38,039,Queens,Jim Walden,0
38,039,Queens,Joseph Hernandez,0
38,039,Queens,Zohran Kwame Mamdani,210
38,040,Queens,Andrew M. Cuomo,73
38,040,Queens,Curtis A. Sliwa,23
38,040,Queens,Eric L. Adams,1
38,040,Queens,Irene Estrada,0
38,040,Queens,Jim Walden,0
38,040,Queens,Joseph Hernandez,1
38,040,Queens,Zohran Kwame Mamdani,168
38,041,Queens,Andrew M. Cuomo,118
38,041,Queens,Curtis A. Sliwa,28
38,041,Queens,Eric L. Adams,1
38,041,Queens,Irene Estrada,0
38,041,Queens,Jim Walden,0
38,041,Queens,Joseph Hernandez,0
38,041,Queens,Zohran Kwame Mamdani,144
38,042,Queens,Andrew M. Cuomo,40
38,042,Queens,Curtis A. Sliwa,17
38,042,Queens,Eric L. Adams,1
38,042,Queens,Irene Estrada,0
38,042,Queens,Jim Walden,0
38,042,Queens,Joseph Hernandez,0
38,042,Queens,Zohran Kwame Mamdani,173
38,043,Queens,Andrew M. Cuomo,2
38,043,Queens,Curtis A. Sliwa,0
38,043,Queens,Eric L. Adams,0
38,043,Queens,Irene Estrada,0
38,043,Queens,Jim Walden,0
38,043,Queens,Joseph Hernandez,0
38,043,Queens,Zohran Kwame Mamdani,8
38,044,Queens,Andrew M. Cuomo,71
38,044,Queens,Curtis A. Sliwa,41
38,044,Queens,Eric L. Adams,1
38,044,Queens,Irene Estrada,1
38,044,Queens,Jim Walden,0
38,044,Queens,Joseph Hernandez,0
38,044,Queens,Zohran Kwame Mamdani,252
38,045,Queens,Andrew M. Cuomo,99
38,045,Queens,Curtis A. Sliwa,25
38,045,Queens,Eric L. Adams,2
38,045,Queens,Irene Estrada,0
38,045,Queens,Jim Walden,0
38,045,Queens,Joseph Hernandez,1
38,045,Queens,Zohran Kwame Mamdani,97
38,046,Queens,Andrew M. Cuomo,251
38,046,Queens,Curtis A. Sliwa,83
38,046,Queens,Eric L. Adams,1
38,046,Queens,Irene Estrada,0
38,046,Queens,Jim Walden,0
38,046,Queens,Joseph Hernandez,0
38,046,Queens,Zohran Kwame Mamdani,360
38,047,Queens,Andrew M. Cuomo,338
38,047,Queens,Curtis A. Sliwa,81
38,047,Queens,Eric L. Adams,0
38,047,Queens,Irene Estrada,3
38,047,Queens,Jim Walden,3
38,047,Queens,Joseph Hernandez,1
38,047,Queens,Zohran Kwame Mamdani,320
38,048,Queens,Andrew M. Cuomo,151
38,048,Queens,Curtis A. Sliwa,45
38,048,Queens,Eric L. Adams,2
38,048,Queens,Irene Estrada,0
38,048,Queens,Jim Walden,1
38,048,Queens,Joseph Hernandez,1
38,048,Queens,Zohran Kwame Mamdani,271
38,049,Queens,Andrew M. Cuomo,70
38,049,Queens,Curtis A. Sliwa,24
38,049,Queens,Eric L. Adams,0
38,049,Queens,Irene Estrada,0
38,049,Queens,Jim Walden,0
38,049,Queens,Joseph Hernandez,0
38,049,Queens,Zohran Kwame Mamdani,85
38,050,Queens,Andrew M. Cuomo,177
38,050,Queens,Curtis A. Sliwa,35
38,050,Queens,Eric L. Adams,0
38,050,Queens,Irene Estrada,0
38,050,Queens,Jim Walden,0
38,050,Queens,Joseph Hernandez,2
38,050,Queens,Zohran Kwame Mamdani,312
38,051,Queens,Andrew M. Cuomo,183
38,051,Queens,Curtis A. Sliwa,50
38,051,Queens,Eric L. Adams,1
38,051,Queens,Irene Estrada,0
38,051,Queens,Jim Walden,0
38,051,Queens,Joseph Hernandez,0
38,051,Queens,Zohran Kwame Mamdani,316
38,052,Queens,Andrew M. Cuomo,49
38,052,Queens,Curtis A. Sliwa,21
38,052,Queens,Eric L. Adams,0
38,052,Queens,Irene Estrada,1
38,052,Queens,Jim Walden,0
38,052,Queens,Joseph Hernandez,0
38,052,Queens,Zohran Kwame Mamdani,69
38,053,Queens,Andrew M. Cuomo,223
38,053,Queens,Curtis A. Sliwa,126
38,053,Queens,Eric L. Adams,2
38,053,Queens,Irene Estrada,1
38,053,Queens,Jim Walden,0
38,053,Queens,Joseph Hernandez,0
38,053,Queens,Zohran Kwame Mamdani,194
38,054,Queens,Andrew M. Cuomo,80
38,054,Queens,Curtis A. Sliwa,22
38,054,Queens,Eric L. Adams,1
38,054,Queens,Irene Estrada,0
38,054,Queens,Jim Walden,0
38,054,Queens,Joseph Hernandez,0
38,054,Queens,Zohran Kwame Mamdani,291
38,055,Queens,Andrew M. Cuomo,0
38,055,Queens,Curtis A. Sliwa,0
38,055,Queens,Eric L. Adams,0
38,055,Queens,Irene Estrada,0
38,055,Queens,Jim Walden,0
38,055,Queens,Joseph Hernandez,0
38,055,Queens,Zohran Kwame Mamdani,0
39,001,Queens,Andrew M. Cuomo,278
39,001,Queens,Curtis A. Sliwa,44
39,001,Queens,Eric L. Adams,4
39,001,Queens,Irene Estrada,2
39,001,Queens,Jim Walden,2
39,001,Queens,Joseph Hernandez,0
39,001,Queens,Zohran Kwame Mamdani,554
39,002,Queens,Andrew M. Cuomo,253
39,002,Queens,Curtis A. Sliwa,45
39,002,Queens,Eric L. Adams,2
39,002,Queens,Irene Estrada,0
39,002,Queens,Jim Walden,1
39,002,Queens,Joseph Hernandez,0
39,002,Queens,Zohran Kwame Mamdani,617
39,003,Queens,Andrew M. Cuomo,243
39,003,Queens,Curtis A. Sliwa,53
39,003,Queens,Eric L. Adams,1
39,003,Queens,Irene Estrada,0
39,003,Queens,Jim Walden,0
39,003,Queens,Joseph Hernandez,1
39,003,Queens,Zohran Kwame Mamdani,536
39,004,Queens,Andrew M. Cuomo,221
39,004,Queens,Curtis A. Sliwa,45
39,004,Queens,Eric L. Adams,2
39,004,Queens,Irene Estrada,0
39,004,Queens,Jim Walden,0
39,004,Queens,Joseph Hernandez,3
39,004,Queens,Zohran Kwame Mamdani,567
39,005,Queens,Andrew M. Cuomo,211
39,005,Queens,Curtis A. Sliwa,49
39,005,Queens,Eric L. Adams,0
39,005,Queens,Irene Estrada,1
39,005,Queens,Jim Walden,1
39,005,Queens,Joseph Hernandez,0
39,005,Queens,Zohran Kwame Mamdani,446
39,006,Queens,Andrew M. Cuomo,259
39,006,Queens,Curtis A. Sliwa,46
39,006,Queens,Eric L. Adams,0
39,006,Queens,Irene Estrada,1
39,006,Queens,Jim Walden,3
39,006,Queens,Joseph Hernandez,0
39,006,Queens,Zohran Kwame Mamdani,686
39,007,Queens,Andrew M. Cuomo,262
39,007,Queens,Curtis A. Sliwa,55
39,007,Queens,Eric L. Adams,4
39,007,Queens,Irene Estrada,2
39,007,Queens,Jim Walden,2
39,007,Queens,Joseph Hernandez,1
39,007,Queens,Zohran Kwame Mamdani,551
39,008,Queens,Andrew M. Cuomo,237
39,008,Queens,Curtis A. Sliwa,63
39,008,Queens,Eric L. Adams,1
39,008,Queens,Irene Estrada,2
39,008,Queens,Jim Walden,3
39,008,Queens,Joseph Hernandez,2
39,008,Queens,Zohran Kwame Mamdani,449
39,009,Queens,Andrew M. Cuomo,151
39,009,Queens,Curtis A. Sliwa,37
39,009,Queens,Eric L. Adams,0
39,009,Queens,Irene Estrada,1
39,009,Queens,Jim Walden,0
39,009,Queens,Joseph Hernandez,2
39,009,Queens,Zohran Kwame Mamdani,472
39,010,Queens,Andrew M. Cuomo,75
39,010,Queens,Curtis A. Sliwa,26
39,010,Queens,Eric L. Adams,1
39,010,Queens,Irene Estrada,0
39,010,Queens,Jim Walden,0
39,010,Queens,Joseph Hernandez,0
39,010,Queens,Zohran Kwame Mamdani,184
39,011,Queens,Andrew M. Cuomo,19
39,011,Queens,Curtis A. Sliwa,7
39,011,Queens,Eric L. Adams,0
39,011,Queens,Irene Estrada,0
39,011,Queens,Jim Walden,0
39,011,Queens,Joseph Hernandez,0
39,011,Queens,Zohran Kwame Mamdani,34
39,012,Queens,Andrew M. Cuomo,153
39,012,Queens,Curtis A. Sliwa,25
39,012,Queens,Eric L. Adams,2
39,012,Queens,Irene Estrada,2
39,012,Queens,Jim Walden,0
39,012,Queens,Joseph Hernandez,1
39,012,Queens,Zohran Kwame Mamdani,162
39,013,Queens,Andrew M. Cuomo,77
39,013,Queens,Curtis A. Sliwa,13
39,013,Queens,Eric L. Adams,0
39,013,Queens,Irene Estrada,0
39,013,Queens,Jim Walden,1
39,013,Queens,Joseph Hernandez,0
39,013,Queens,Zohran Kwame Mamdani,136
39,014,Queens,Andrew M. Cuomo,137
39,014,Queens,Curtis A. Sliwa,20
39,014,Queens,Eric L. Adams,0
39,014,Queens,Irene Estrada,1
39,014,Queens,Jim Walden,0
39,014,Queens,Joseph Hernandez,0
39,014,Queens,Zohran Kwame Mamdani,238
39,015,Queens,Andrew M. Cuomo,212
39,015,Queens,Curtis A. Sliwa,50
39,015,Queens,Eric L. Adams,0
39,015,Queens,Irene Estrada,2
39,015,Queens,Jim Walden,2
39,015,Queens,Joseph Hernandez,0
39,015,Queens,Zohran Kwame Mamdani,376
39,016,Queens,Andrew M. Cuomo,11
39,016,Queens,Curtis A. Sliwa,1
39,016,Queens,Eric L. Adams,0
39,016,Queens,Irene Estrada,0
39,016,Queens,Jim Walden,0
39,016,Queens,Joseph Hernandez,0
39,016,Queens,Zohran Kwame Mamdani,38
39,017,Queens,Andrew M. Cuomo,80
39,017,Queens,Curtis A. Sliwa,22
39,017,Queens,Eric L. Adams,1
39,017,Queens,Irene Estrada,0
39,017,Queens,Jim Walden,0
39,017,Queens,Joseph Hernandez,0
39,017,Queens,Zohran Kwame Mamdani,165
39,018,Queens,Andrew M. Cuomo,209
39,018,Queens,Curtis A. Sliwa,35
39,018,Queens,Eric L. Adams,1
39,018,Queens,Irene Estrada,0
39,018,Queens,Jim Walden,0
39,018,Queens,Joseph Hernandez,1
39,018,Queens,Zohran Kwame Mamdani,323
39,019,Queens,Andrew M. Cuomo,231
39,019,Queens,Curtis A. Sliwa,52
39,019,Queens,Eric L. Adams,2
39,019,Queens,Irene Estrada,1
39,019,Queens,Jim Walden,0
39,019,Queens,Joseph Hernandez,0
39,019,Queens,Zohran Kwame Mamdani,387
39,020,Queens,Andrew M. Cuomo,47
39,020,Queens,Curtis A. Sliwa,15
39,020,Queens,Eric L. Adams,0
39,020,Queens,Irene Estrada,0
39,020,Queens,Jim Walden,0
39,020,Queens,Joseph Hernandez,0
39,020,Queens,Zohran Kwame Mamdani,74
39,021,Queens,Andrew M. Cuomo,109
39,021,Queens,Curtis A. Sliwa,18
39,021,Queens,Eric L. Adams,0
39,021,Queens,Irene Estrada,0
39,021,Queens,Jim Walden,0
39,021,Queens,Joseph Hernandez,0
39,021,Queens,Zohran Kwame Mamdani,187
39,022,Queens,Andrew M. Cuomo,130
39,022,Queens,Curtis A. Sliwa,36
39,022,Queens,Eric L. Adams,1
39,022,Queens,Irene Estrada,1
39,022,Queens,Jim Walden,1
39,022,Queens,Joseph Hernandez,0
39,022,Queens,Zohran Kwame Mamdani,240
39,023,Queens,Andrew M. Cuomo,150
39,023,Queens,Curtis A. Sliwa,40
39,023,Queens,Eric L. Adams,2
39,023,Queens,Irene Estrada,1
39,023,Queens,Jim Walden,0
39,023,Queens,Joseph Hernandez,0
39,023,Queens,Zohran Kwame Mamdani,211
39,024,Queens,Andrew M. Cuomo,128
39,024,Queens,Curtis A. Sliwa,25
39,024,Queens,Eric L. Adams,1
39,024,Queens,Irene Estrada,0
39,024,Queens,Jim Walden,0
39,024,Queens,Joseph Hernandez,0
39,024,Queens,Zohran Kwame Mamdani,157
39,025,Queens,Andrew M. Cuomo,107
39,025,Queens,Curtis A. Sliwa,13
39,025,Queens,Eric L. Adams,2
39,025,Queens,Irene Estrada,0
39,025,Queens,Jim Walden,0
39,025,Queens,Joseph Hernandez,0
39,025,Queens,Zohran Kwame Mamdani,142
39,026,Queens,Andrew M. Cuomo,176
39,026,Queens,Curtis A. Sliwa,47
39,026,Queens,Eric L. Adams,1
39,026,Queens,Irene Estrada,2
39,026,Queens,Jim Walden,0
39,026,Queens,Joseph Hernandez,1
39,026,Queens,Zohran Kwame Mamdani,217
39,027,Queens,Andrew M. Cuomo,50
39,027,Queens,Curtis A. Sliwa,5
39,027,Queens,Eric L. Adams,1
39,027,Queens,Irene Estrada,1
39,027,Queens,Jim Walden,0
39,027,Queens,Joseph Hernandez,0
39,027,Queens,Zohran Kwame Mamdani,75
39,028,Queens,Andrew M. Cuomo,430
39,028,Queens,Curtis A. Sliwa,215
39,028,Queens,Eric L. Adams,0
39,028,Queens,Irene Estrada,2
39,028,Queens,Jim Walden,1
39,028,Queens,Joseph Hernandez,1
39,028,Queens,Zohran Kwame Mamdani,192
39,029,Queens,Andrew M. Cuomo,86
39,029,Queens,Curtis A. Sliwa,20
39,029,Queens,Eric L. Adams,0
39,029,Queens,Irene Estrada,0
39,029,Queens,Jim Walden,0
39,029,Queens,Joseph Hernandez,0
39,029,Queens,Zohran Kwame Mamdani,136
39,030,Queens,Andrew M. Cuomo,148
39,030,Queens,Curtis A. Sliwa,54
39,030,Queens,Eric L. Adams,2
39,030,Queens,Irene Estrada,4
39,030,Queens,Jim Walden,0
39,030,Queens,Joseph Hernandez,0
39,030,Queens,Zohran Kwame Mamdani,222
39,031,Queens,Andrew M. Cuomo,121
39,031,Queens,Curtis A. Sliwa,26
39,031,Queens,Eric L. Adams,1
39,031,Queens,Irene Estrada,1
39,031,Queens,Jim Walden,0
39,031,Queens,Joseph Hernandez,1
39,031,Queens,Zohran Kwame Mamdani,180
39,032,Queens,Andrew M. Cuomo,196
39,032,Queens,Curtis A. Sliwa,49
39,032,Queens,Eric L. Adams,0
39,032,Queens,Irene Estrada,4
39,032,Queens,Jim Walden,0
39,032,Queens,Joseph Hernandez,1
39,032,Queens,Zohran Kwame Mamdani,235
39,033,Queens,Andrew M. Cuomo,160
39,033,Queens,Curtis A. Sliwa,28
39,033,Queens,Eric L. Adams,1
39,033,Queens,Irene Estrada,0
39,033,Queens,Jim Walden,0
39,033,Queens,Joseph Hernandez,0
39,033,Queens,Zohran Kwame Mamdani,152
39,034,Queens,Andrew M. Cuomo,135
39,034,Queens,Curtis A. Sliwa,32
39,034,Queens,Eric L. Adams,0
39,034,Queens,Irene Estrada,0
39,034,Queens,Jim Walden,1
39,034,Queens,Joseph Hernandez,0
39,034,Queens,Zohran Kwame Mamdani,215
39,035,Queens,Andrew M. Cuomo,172
39,035,Queens,Curtis A. Sliwa,44
39,035,Queens,Eric L. Adams,1
39,035,Queens,Irene Estrada,2
39,035,Queens,Jim Walden,0
39,035,Queens,Joseph Hernandez,1
39,035,Queens,Zohran Kwame Mamdani,217
39,036,Queens,Andrew M. Cuomo,90
39,036,Queens,Curtis A. Sliwa,16
39,036,Queens,Eric L. Adams,3
39,036,Queens,Irene Estrada,1
39,036,Queens,Jim Walden,2
39,036,Queens,Joseph Hernandez,0
39,036,Queens,Zohran Kwame Mamdani,166
39,037,Queens,Andrew M. Cuomo,111
39,037,Queens,Curtis A. Sliwa,26
39,037,Queens,Eric L. Adams,2
39,037,Queens,Irene Estrada,0
39,037,Queens,Jim Walden,0
39,037,Queens,Joseph Hernandez,0
39,037,Queens,Zohran Kwame Mamdani,95
39,038,Queens,Andrew M. Cuomo,106
39,038,Queens,Curtis A. Sliwa,27
39,038,Queens,Eric L. Adams,0
39,038,Queens,Irene Estrada,1
39,038,Queens,Jim Walden,0
39,038,Queens,Joseph Hernandez,0
39,038,Queens,Zohran Kwame Mamdani,115
39,039,Queens,Andrew M. Cuomo,174
39,039,Queens,Curtis A. Sliwa,44
39,039,Queens,Eric L. Adams,1
39,039,Queens,Irene Estrada,0
39,039,Queens,Jim Walden,2
39,039,Queens,Joseph Hernandez,0
39,039,Queens,Zohran Kwame Mamdani,204
39,040,Queens,Andrew M. Cuomo,58
39,040,Queens,Curtis A. Sliwa,15
39,040,Queens,Eric L. Adams,0
39,040,Queens,Irene Estrada,1
39,040,Queens,Jim Walden,0
39,040,Queens,Joseph Hernandez,0
39,040,Queens,Zohran Kwame Mamdani,57
39,041,Queens,Andrew M. Cuomo,302
39,041,Queens,Curtis A. Sliwa,70
39,041,Queens,Eric L. Adams,2
39,041,Queens,Irene Estrada,0
39,041,Queens,Jim Walden,0
39,041,Queens,Joseph Hernandez,1
39,041,Queens,Zohran Kwame Mamdani,269
39,042,Queens,Andrew M. Cuomo,134
39,042,Queens,Curtis A. Sliwa,36
39,042,Queens,Eric L. Adams,1
39,042,Queens,Irene Estrada,1
39,042,Queens,Jim Walden,1
39,042,Queens,Joseph Hernandez,0
39,042,Queens,Zohran Kwame Mamdani,178
39,043,Queens,Andrew M. Cuomo,185
39,043,Queens,Curtis A. Sliwa,35
39,043,Queens,Eric L. Adams,0
39,043,Queens,Irene Estrada,0
39,043,Queens,Jim Walden,1
39,043,Queens,Joseph Hernandez,1
39,043,Queens,Zohran Kwame Mamdani,95
39,044,Queens,Andrew M. Cuomo,203
39,044,Queens,Curtis A. Sliwa,61
39,044,Queens,Eric L. Adams,3
39,044,Queens,Irene Estrada,1
39,044,Queens,Jim Walden,0
39,044,Queens,Joseph Hernandez,0
39,044,Queens,Zohran Kwame Mamdani,147
39,045,Queens,Andrew M. Cuomo,244
39,045,Queens,Curtis A. Sliwa,90
39,045,Queens,Eric L. Adams,1
39,045,Queens,Irene Estrada,1
39,045,Queens,Jim Walden,0
39,045,Queens,Joseph Hernandez,1
39,045,Queens,Zohran Kwame Mamdani,172
39,046,Queens,Andrew M. Cuomo,390
39,046,Queens,Curtis A. Sliwa,193
39,046,Queens,Eric L. Adams,0
39,046,Queens,Irene Estrada,0
39,046,Queens,Jim Walden,3
39,046,Queens,Joseph Hernandez,1
39,046,Queens,Zohran Kwame Mamdani,223
39,047,Queens,Andrew M. Cuomo,250
39,047,Queens,Curtis A. Sliwa,110
39,047,Queens,Eric L. Adams,0
39,047,Queens,Irene Estrada,0
39,047,Queens,Jim Walden,0
39,047,Queens,Joseph Hernandez,0
39,047,Queens,Zohran Kwame Mamdani,79
39,048,Queens,Andrew M. Cuomo,82
39,048,Queens,Curtis A. Sliwa,17
39,048,Queens,Eric L. Adams,2
39,048,Queens,Irene Estrada,0
39,048,Queens,Jim Walden,1
39,048,Queens,Joseph Hernandez,1
39,048,Queens,Zohran Kwame Mamdani,173
39,049,Queens,Andrew M. Cuomo,138
39,049,Queens,Curtis A. Sliwa,18
39,049,Queens,Eric L. Adams,1
39,049,Queens,Irene Estrada,0
39,049,Queens,Jim Walden,1
39,049,Queens,Joseph Hernandez,0
39,049,Queens,Zohran Kwame Mamdani,182
39,050,Queens,Andrew M. Cuomo,51
39,050,Queens,Curtis A. Sliwa,6
39,050,Queens,Eric L. Adams,0
39,050,Queens,Irene Estrada,1
39,050,Queens,Jim Walden,0
39,050,Queens,Joseph Hernandez,0
39,050,Queens,Zohran Kwame Mamdani,64
39,051,Queens,Andrew M. Cuomo,330
39,051,Queens,Curtis A. Sliwa,151
39,051,Queens,Eric L. Adams,0
39,051,Queens,Irene Estrada,0
39,051,Queens,Jim Walden,1
39,051,Queens,Joseph Hernandez,0
39,051,Queens,Zohran Kwame Mamdani,119
39,052,Queens,Andrew M. Cuomo,45
39,052,Queens,Curtis A. Sliwa,8
39,052,Queens,Eric L. Adams,2
39,052,Queens,Irene Estrada,0
39,052,Queens,Jim Walden,0
39,052,Queens,Joseph Hernandez,0
39,052,Queens,Zohran Kwame Mamdani,108
40,001,Queens,Andrew M. Cuomo,233
40,001,Queens,Curtis A. Sliwa,68
40,001,Queens,Eric L. Adams,1
40,001,Queens,Irene Estrada,1
40,001,Queens,Jim Walden,1
40,001,Queens,Joseph Hernandez,2
40,001,Queens,Zohran Kwame Mamdani,204
40,002,Queens,Andrew M. Cuomo,110
40,002,Queens,Curtis A. Sliwa,39
40,002,Queens,Eric L. Adams,1
40,002,Queens,Irene Estrada,2
40,002,Queens,Jim Walden,0
40,002,Queens,Joseph Hernandez,0
40,002,Queens,Zohran Kwame Mamdani,102
40,003,Queens,Andrew M. Cuomo,113
40,003,Queens,Curtis A. Sliwa,36
40,003,Queens,Eric L. Adams,1
40,003,Queens,Irene Estrada,0
40,003,Queens,Jim Walden,0
40,003,Queens,Joseph Hernandez,0
40,003,Queens,Zohran Kwame Mamdani,105
40,004,Queens,Andrew M. Cuomo,204
40,004,Queens,Curtis A. Sliwa,32
40,004,Queens,Eric L. Adams,2
40,004,Queens,Irene Estrada,1
40,004,Queens,Jim Walden,0
40,004,Queens,Joseph Hernandez,0
40,004,Queens,Zohran Kwame Mamdani,171
40,005,Queens,Andrew M. Cuomo,151
40,005,Queens,Curtis A. Sliwa,50
40,005,Queens,Eric L. Adams,4
40,005,Queens,Irene Estrada,0
40,005,Queens,Jim Walden,0
40,005,Queens,Joseph Hernandez,0
40,005,Queens,Zohran Kwame Mamdani,146
40,006,Queens,Andrew M. Cuomo,99
40,006,Queens,Curtis A. Sliwa,28
40,006,Queens,Eric L. Adams,0
40,006,Queens,Irene Estrada,0
40,006,Queens,Jim Walden,1
40,006,Queens,Joseph Hernandez,0
40,006,Queens,Zohran Kwame Mamdani,88
40,007,Queens,Andrew M. Cuomo,188
40,007,Queens,Curtis A. Sliwa,43
40,007,Queens,Eric L. Adams,2
40,007,Queens,Irene Estrada,1
40,007,Queens,Jim Walden,0
40,007,Queens,Joseph Hernandez,1
40,007,Queens,Zohran Kwame Mamdani,242
40,008,Queens,Andrew M. Cuomo,296
40,008,Queens,Curtis A. Sliwa,82
40,008,Queens,Eric L. Adams,4
40,008,Queens,Irene Estrada,2
40,008,Queens,Jim Walden,1
40,008,Queens,Joseph Hernandez,0
40,008,Queens,Zohran Kwame Mamdani,210
40,009,Queens,Andrew M. Cuomo,243
40,009,Queens,Curtis A. Sliwa,52
40,009,Queens,Eric L. Adams,2
40,009,Queens,Irene Estrada,1
40,009,Queens,Jim Walden,1
40,009,Queens,Joseph Hernandez,0
40,009,Queens,Zohran Kwame Mamdani,280
40,010,Queens,Andrew M. Cuomo,143
40,010,Queens,Curtis A. Sliwa,35
40,010,Queens,Eric L. Adams,0
40,010,Queens,Irene Estrada,2
40,010,Queens,Jim Walden,2
40,010,Queens,Joseph Hernandez,0
40,010,Queens,Zohran Kwame Mamdani,134
40,011,Queens,Andrew M. Cuomo,141
40,011,Queens,Curtis A. Sliwa,35
40,011,Queens,Eric L. Adams,2
40,011,Queens,Irene Estrada,0
40,011,Queens,Jim Walden,1
40,011,Queens,Joseph Hernandez,1
40,011,Queens,Zohran Kwame Mamdani,241
40,012,Queens,Andrew M. Cuomo,277
40,012,Queens,Curtis A. Sliwa,60
40,012,Queens,Eric L. Adams,1
40,012,Queens,Irene Estrada,2
40,012,Queens,Jim Walden,1
40,012,Queens,Joseph Hernandez,1
40,012,Queens,Zohran Kwame Mamdani,154
40,013,Queens,Andrew M. Cuomo,88
40,013,Queens,Curtis A. Sliwa,11
40,013,Queens,Eric L. Adams,0
40,013,Queens,Irene Estrada,0
40,013,Queens,Jim Walden,0
40,013,Queens,Joseph Hernandez,0
40,013,Queens,Zohran Kwame Mamdani,162
40,014,Queens,Andrew M. Cuomo,109
40,014,Queens,Curtis A. Sliwa,11
40,014,Queens,Eric L. Adams,0
40,014,Queens,Irene Estrada,3
40,014,Queens,Jim Walden,0
40,014,Queens,Joseph Hernandez,1
40,014,Queens,Zohran Kwame Mamdani,70
40,015,Queens,Andrew M. Cuomo,177
40,015,Queens,Curtis A. Sliwa,37
40,015,Queens,Eric L. Adams,2
40,015,Queens,Irene Estrada,0
40,015,Queens,Jim Walden,0
40,015,Queens,Joseph Hernandez,0
40,015,Queens,Zohran Kwame Mamdani,164
40,016,Queens,Andrew M. Cuomo,155
40,016,Queens,Curtis A. Sliwa,37
40,016,Queens,Eric L. Adams,1
40,016,Queens,Irene Estrada,3
40,016,Queens,Jim Walden,0
40,016,Queens,Joseph Hernandez,1
40,016,Queens,Zohran Kwame Mamdani,191
40,017,Queens,Andrew M. Cuomo,96
40,017,Queens,Curtis A. Sliwa,24
40,017,Queens,Eric L. Adams,2
40,017,Queens,Irene Estrada,2
40,017,Queens,Jim Walden,0
40,017,Queens,Joseph Hernandez,0
40,017,Queens,Zohran Kwame Mamdani,91
40,018,Queens,Andrew M. Cuomo,180
40,018,Queens,Curtis A. Sliwa,41
40,018,Queens,Eric L. Adams,3
40,018,Queens,Irene Estrada,2
40,018,Queens,Jim Walden,0
40,018,Queens,Joseph Hernandez,0
40,018,Queens,Zohran Kwame Mamdani,138
40,019,Queens,Andrew M. Cuomo,203
40,019,Queens,Curtis A. Sliwa,50
40,019,Queens,Eric L. Adams,1
40,019,Queens,Irene Estrada,4
40,019,Queens,Jim Walden,0
40,019,Queens,Joseph Hernandez,0
40,019,Queens,Zohran Kwame Mamdani,184
40,020,Queens,Andrew M. Cuomo,256
40,020,Queens,Curtis A. Sliwa,45
40,020,Queens,Eric L. Adams,2
40,020,Queens,Irene Estrada,2
40,020,Queens,Jim Walden,0
40,020,Queens,Joseph Hernandez,1
40,020,Queens,Zohran Kwame Mamdani,210
